Student_ID,Age,Gender,Hours_Studied,Attendance,Sleep_Hours,Stress_Level,Screen_Time,Previous_GPA,Part_Time_Job,Study_Method,Diet_Quality,Internet_Quality,Extracurricular,Tutoring_Sessions_Per_Week,Family_Income_Level,Exam_Anxiety_Score,Grade,Final_Score,Hours_Bucket,Anxiety_Bucket,Study_Efficiency,Academic_Risk_Index,Engagement_Index,Wellness_Score,Learning_Efficiency
STU04018,20,Male,6.03,61.8,7.6,6.6,6.6,2.21,No,Offline,Average,Excellent,Yes,2,Low,3.5,B,79.3,6-8,Moderate (3-5),3.72654,1.1466666666666665,70.81,32.5,1.7534605263157896
STU04019,20,Male,0.5,70.0,6.5,5.5,3.2,2.8,No,Hybrid,Good,Good,No,0,Middle,6.9,D,49.83,0-2,High (5-7),0.35,-0.39999999999999947,29.5,16.799999999999997,0.3333333333333333
STU04020,21,Female,6.18,83.5,6.2,5.1,5.5,3.22,No,Offline,Average,Poor,Yes,1,Middle,3.9,A,92.29,6-8,Moderate (3-5),5.160299999999999,-1.6066666666666674,69.94,24.8,3.061476923076923
STU04021,22,Male,2.27,91.3,7.7,4.6,3.1,2.58,Yes,Online,Good,Average,No,2,High,3.6,A,88.15,2-4,Moderate (3-5),2.07251,-1.393333333333334,63.330000000000005,43.2,1.428439024390244
STU04022,19,Male,4.77,91.1,5.3,2.4,4.9,2.85,Yes,Online,Average,Excellent,Yes,2,Middle,4.2,A,92.04,4-6,Moderate (3-5),4.345469999999999,-1.8666666666666667,78.75,28.4,2.304152542372881
STU04023,17,Male,7.72,83.7,5.8,3.7,2.5,2.72,No,Online,Average,Poor,Yes,2,Low,2.7,A,88.3,6-8,Low (1-3),6.46164,-2.4733333333333336,84.64,31.4,5.999542857142857
STU04024,23,Female,4.5,86.4,7.3,6.1,2.3,3.64,No,Offline,Poor,Good,No,2,Middle,5.2,A,91.69,4-6,High (5-7),3.8880000000000003,-2.746666666666666,68.06,26.9,4.963636363636364
STU04025,21,Male,6.43,90.9,6.0,6.2,2.7,3.04,No,Hybrid,Average,Good,Yes,0,Middle,3.3,A,99.72,6-8,Moderate (3-5),5.84487,-2.0133333333333336,63.650000000000006,19.1,5.2830270270270265
STU04026,17,Female,4.55,84.5,7.0,7.6,2.3,3.61,Yes,Offline,Poor,Good,Yes,3,Low,2.2,B,81.12,4-6,Low (1-3),3.84475,-3.1866666666666656,85.45000000000002,25.4,4.9774242424242425
STU04027,24,Female,4.33,77.8,6.5,4.5,6.9,2.56,No,Online,Poor,Good,No,1,High,5.1,C,68.76,4-6,High (5-7),3.3687400000000003,0.3799999999999999,54.11000000000001,27.200000000000003,1.403139240506329
STU04028,20,Female,5.55,82.4,7.3,4.5,5.2,3.3,No,Online,Average,Good,No,0,Low,3.6,B,82.03,4-6,Moderate (3-5),4.5732,-2.166666666666666,49.61,39.7,2.9540322580645157
STU04029,21,Male,7.17,85.8,7.9,5.6,4.0,2.73,No,Offline,Average,Good,No,3,Low,1.0,A,99.07,6-8,Low (1-3),6.15186,-1.9266666666666667,85.82999999999998,48.0,3.91482
STU04030,24,Male,5.19,86.3,6.8,1.0,5.6,3.64,No,Online,Poor,Excellent,No,1,Low,4.1,A,85.59,4-6,Moderate (3-5),4.47897,-3.713333333333334,60.09,50.7,2.8623636363636367
STU04031,21,Male,4.96,82.1,6.7,7.4,1.4,2.67,No,Offline,Average,Good,Yes,2,Middle,6.2,B,79.74,4-6,High (5-7),4.072159999999999,-0.33999999999999897,75.72,11.399999999999999,5.518
STU04032,18,Male,3.09,71.6,7.8,4.4,5.9,2.61,No,Offline,Average,Good,Yes,2,Middle,5.0,B,72.02,2-4,Moderate (3-5),2.21244,-0.11999999999999922,65.91,41.0,1.1688260869565217
STU04033,24,Male,1.63,80.8,8.2,4.8,0.5,2.74,No,Hybrid,Average,Good,No,3,Low,5.7,B,80.93,0-2,High (5-7),1.3170399999999998,-1.813333333333334,67.21,40.9,2.9774666666666665
STU04034,20,Female,5.25,86.4,7.5,5.3,2.7,3.49,Yes,Offline,Good,Good,Yes,2,High,3.6,A,95.51,4-6,Moderate (3-5),4.5360000000000005,-3.1133333333333333,78.31,37.7,4.952027027027027
STU04035,20,Male,4.63,69.1,6.4,2.8,3.5,1.6799999999999997,No,Online,Good,Excellent,Yes,1,Low,4.5,B,71.61,4-6,Moderate (3-5),3.19933,0.24000000000000066,59.53,36.5,1.728533333333333
STU04036,22,Female,5.53,72.7,8.4,6.0,2.5,3.52,No,Online,Average,Average,No,1,Middle,3.0,A,89.05,4-6,Low (1-3),4.02031,-3.2066666666666666,55.67,45.0,5.5616
STU04037,21,Male,7.07,84.3,6.0,3.1,2.5,3.53,Yes,Online,Good,Average,Yes,2,Low,1.5,A,98.79,6-8,Low (1-3),5.9600100000000005,-4.693333333333333,82.93,40.0,7.1306
STU04038,23,Female,6.63,86.6,6.4,1.0,3.4,2.78,No,Online,Poor,Excellent,No,2,High,5.5,A,87.69,6-8,High (5-7),5.74158,-2.2599999999999993,74.53,42.5,4.188954545454545
STU04039,20,Female,3.24,77.8,6.7,6.4,3.8,2.02,No,Online,Good,Good,Yes,0,High,6.9,C,63.02,2-4,High (5-7),2.5207200000000003,1.6600000000000001,48.84,14.299999999999997,1.3635000000000002
STU04040,21,Female,5.5,77.7,8.0,9.8,4.5,3.49,No,Online,Average,Average,Yes,1,Middle,4.2,B,80.64,4-6,Moderate (3-5),4.2735,-0.8133333333333335,65.58,18.4,3.49
STU04041,22,Female,5.55,80.8,5.8,6.3,3.3,3.07,Yes,Offline,Average,Good,Yes,1,Low,1.1,A,88.68,4-6,Low (1-3),4.4844,-2.5733333333333333,66.97,23.2,3.962441860465116
STU04042,23,Female,4.5,75.6,6.1,6.3,5.3,2.32,Yes,Hybrid,Average,Excellent,No,1,Middle,6.4,C,64.17,4-6,High (5-7),3.4019999999999997,1.3600000000000003,53.739999999999995,10.299999999999997,1.657142857142857
STU04043,24,Female,0.5,75.2,7.9,4.9,3.8,2.88,Yes,Online,Good,Excellent,Yes,0,Middle,4.3,C,64.7,0-2,Moderate (3-5),0.376,-1.4266666666666667,39.58,41.6,0.3
STU04044,22,Male,3.39,62.1,9.6,9.4,3.4,3.41,No,Offline,Good,Good,No,0,Middle,5.4,B,72.29,2-4,High (5-7),2.10519,-0.7533333333333339,35.010000000000005,32.8,2.62725
STU04045,18,Female,4.8,77.7,6.6,8.2,5.1,3.47,Yes,Online,Good,Average,No,3,Middle,2.1,B,83.8,4-6,Low (1-3),3.7296,-1.8066666666666675,75.47999999999999,18.7,2.7304918032786887
STU04046,23,Male,6.49,96.3,6.0,4.0,5.2,3.92,No,Hybrid,Average,Excellent,Yes,4,High,3.9,A,93.46,6-8,Moderate (3-5),6.24987,-3.4733333333333327,105.99000000000001,28.3,4.103354838709677
STU04047,21,Male,4.36,73.1,5.6,4.8,5.2,3.02,Yes,Offline,Average,Good,No,3,Low,4.4,B,81.38,4-6,Moderate (3-5),3.18716,-1.2400000000000002,72.32,18.799999999999997,2.123741935483871
STU04048,20,Male,2.2,74.2,8.2,2.8,1.5,3.22,Yes,Online,Average,Excellent,No,1,Middle,1.0,A,92.14,2-4,Low (1-3),1.6324,-4.673333333333334,46.28000000000001,65.0,2.8336000000000006
STU04049,20,Male,7.7,84.7,6.6,5.1,3.0,2.74,Yes,Online,Average,Average,No,2,Middle,5.9,A,98.64,6-8,High (5-7),6.5219,-0.8133333333333335,76.98,22.799999999999997,5.274500000000001
STU04050,21,Male,4.9,87.5,8.7,1.6,1.6,2.86,No,Offline,Poor,Poor,Yes,3,Middle,3.8,A,85.51,4-6,Moderate (3-5),4.2875000000000005,-3.3866666666666663,87.7,67.6,5.390000000000001
STU04051,21,Male,4.06,100.0,6.0,3.6,4.1,3.92,Yes,Hybrid,Average,Good,No,1,Low,3.2,A,96.6,4-6,Moderate (3-5),4.06,-4.206666666666667,62.18,32.4,3.120627450980392
STU04052,21,Male,6.03,75.4,6.4,5.0,7.0,3.77,Yes,Online,Average,Average,No,2,Low,5.4,B,80.86,6-8,High (5-7),4.54662,-1.7400000000000002,68.25,22.799999999999997,2.8416375
STU04053,19,Female,6.35,85.0,7.0,1.3,2.3,2.57,Yes,Hybrid,Poor,Good,Yes,1,Middle,3.6,A,95.39,6-8,Moderate (3-5),5.3975,-2.7399999999999998,71.05,52.7,4.94530303030303
STU04054,23,Male,4.81,69.6,6.3,3.5,2.2,2.96,No,Offline,Average,Excellent,Yes,3,High,4.8,A,85.85,4-6,Moderate (3-5),3.3477599999999996,-2.42,80.27000000000001,31.1,4.449249999999999
STU04055,20,Female,3.8,71.6,6.6,6.6,5.0,2.87,Yes,Offline,Good,Good,Yes,0,High,4.2,C,61.14,2-4,Moderate (3-5),2.7207999999999997,-0.4733333333333336,48.04,20.4,1.8176666666666668
STU04056,23,Male,3.83,73.1,7.8,6.9,4.1,3.02,Yes,Online,Good,Excellent,Yes,3,Low,4.9,B,72.75,2-4,Moderate (3-5),2.79973,-0.7400000000000002,78.72999999999999,28.799999999999997,2.267960784313726
STU04057,22,Female,6.55,79.2,6.3,3.0,2.1,2.9,No,Offline,Good,Good,Yes,4,Low,1.2,A,89.43,6-8,Low (1-3),5.1876,-3.6999999999999997,99.33000000000001,44.4,6.127419354838708
STU04058,20,Female,4.68,84.8,5.5,4.5,5.2,3.21,Yes,Offline,Poor,Good,No,1,Middle,4.8,B,73.31,4-6,Moderate (3-5),3.9686399999999997,-1.586666666666667,57.96,18.1,2.4230322580645156
STU04059,19,Female,5.95,82.6,6.2,4.5,4.1,3.12,Yes,Online,Good,Excellent,Yes,1,Middle,6.1,A,91.2,4-6,High (5-7),4.9147,-1.3400000000000007,68.89,21.200000000000003,3.64
STU04060,21,Female,1.14,71.6,7.8,4.7,5.3,3.44,No,Offline,Poor,Good,No,0,High,4.1,C,55.02,0-2,Moderate (3-5),0.8162399999999999,-2.1799999999999997,32.06,42.2,0.6224761904761904
STU04061,18,Male,3.97,80.1,7.1,4.6,7.4,3.01,No,Online,Poor,Good,No,1,Middle,4.8,B,70.34,2-4,Moderate (3-5),3.17997,-0.4200000000000008,53.95,33.6,1.4225833333333333
STU04062,21,Non-Binary,4.19,68.6,7.9,2.9,5.9,3.27,No,Online,Average,Good,No,1,Middle,1.2,B,83.77,4-6,Low (1-3),2.87434,-3.2066666666666666,50.01,60.9,1.985695652173913
STU04063,24,Female,4.01,74.1,6.9,7.3,4.2,2.78,Yes,Offline,Poor,Good,No,0,Middle,5.7,C,64.8,4-6,High (5-7),2.9714099999999997,0.17333333333333378,41.67,15.399999999999999,2.143807692307692
STU04064,21,Female,1.06,68.3,7.1,5.0,3.5,3.82,Yes,Offline,Average,Average,Yes,0,Low,6.3,C,65.77,0-2,High (5-7),0.72398,-2.706666666666666,38.5,27.1,0.8998222222222222
STU04065,19,Female,4.06,77.4,7.0,3.2,3.3,2.14,No,Hybrid,Good,Excellent,No,0,Middle,5.4,B,77.23,4-6,High (5-7),3.1424399999999997,-0.313333333333333,43.14,37.8,2.020558139534884
STU04066,23,Male,8.09,83.4,7.0,5.4,2.8,3.15,No,Offline,Average,Excellent,No,3,Middle,2.5,A,98.77,8-12,Low (1-3),6.74706,-2.7333333333333334,87.63000000000001,35.5,6.706184210526316
STU04067,20,Female,5.55,100.0,6.7,6.5,3.1,3.21,Yes,Offline,Average,Good,Yes,3,High,1.0,A,90.24,4-6,Low (1-3),5.55,-2.8866666666666667,94.65,31.5,4.345243902439025
STU04068,21,Male,3.89,72.9,4.5,6.1,6.5,3.13,No,Hybrid,Average,Good,Yes,1,Low,3.9,C,63.51,2-4,Moderate (3-5),2.8358100000000004,-0.7599999999999998,58.830000000000005,2.8000000000000007,1.6234266666666668
STU04069,20,Female,3.51,85.5,8.3,9.3,4.4,2.76,Yes,Hybrid,Poor,Good,Yes,1,Middle,8.2,D,54.6,2-4,Very High (7-10),3.0010499999999998,1.7800000000000002,62.730000000000004,11.900000000000002,1.7939999999999996
STU04070,17,Male,2.24,82.5,8.9,3.0,4.3,3.11,Yes,Online,Average,Good,Yes,0,High,7.0,C,64.09,2-4,High (5-7),1.848,-1.4533333333333331,47.72,53.0,1.3144150943396227
STU04071,22,Female,5.4,76.9,7.2,3.8,2.0,3.13,Yes,Online,Average,Good,Yes,3,Middle,3.3,A,98.19,4-6,Moderate (3-5),4.1526000000000005,-3.2266666666666666,84.96000000000001,43.1,5.634
STU04072,23,Male,3.38,73.5,7.8,2.8,3.3,2.74,Yes,Offline,Poor,Excellent,Yes,2,High,4.9,B,79.55,2-4,Moderate (3-5),2.4842999999999997,-1.813333333333334,67.54,49.3,2.1537674418604653
STU04073,20,Male,4.15,68.8,6.4,2.3,4.1,2.98,Yes,Offline,Average,Good,Yes,1,Middle,3.2,B,78.93,4-6,Moderate (3-5),2.8552,-2.7600000000000002,57.97,42.9,2.424901960784314
STU04074,18,Female,6.72,81.4,7.0,7.4,2.1,2.61,Yes,Offline,Good,Poor,No,2,High,5.8,A,91.66,6-8,High (5-7),5.47008,-0.1200000000000001,72.72,15.600000000000001,5.6578064516129025
STU04075,22,Female,6.82,73.3,8.6,5.2,4.4,3.15,No,Offline,Average,Excellent,Yes,2,Middle,3.0,A,89.37,6-8,Low (1-3),4.99906,-2.0999999999999996,77.78,51.0,3.978333333333333
STU04076,24,Female,6.17,79.4,5.8,4.8,8.0,3.46,No,Offline,Poor,Good,No,3,Low,5.0,B,84.79,6-8,Moderate (3-5),4.89898,-0.9866666666666664,80.27000000000001,19.0,2.3720222222222223
STU04077,24,Male,1.62,88.9,8.6,7.1,3.4,3.16,Yes,Online,Poor,Excellent,No,2,High,3.4,C,68.46,0-2,Moderate (3-5),1.44018,-1.6866666666666665,60.42,40.3,1.1634545454545453
STU04078,18,Male,3.8,64.4,8.2,4.1,4.4,3.26,No,Offline,Average,Average,No,2,High,4.9,B,72.96,2-4,Moderate (3-5),2.4472,-2.053333333333333,57.160000000000004,46.8,2.2940740740740737
STU04079,21,Female,7.29,94.3,4.9,2.1,4.6,2.42,No,Offline,Good,Poor,Yes,1,Middle,5.4,A,96.7,6-8,High (5-7),6.87447,-0.8066666666666666,77.59,22.299999999999997,3.150321428571429
STU04080,22,Non-Binary,2.56,72.9,7.2,4.7,1.9,2.72,Yes,Offline,Average,Excellent,No,1,Middle,3.9,B,70.11,2-4,Moderate (3-5),1.8662400000000003,-1.9400000000000004,46.84,36.8,2.401103448275862
STU04081,20,Female,7.44,85.9,8.3,3.3,6.0,3.02,No,Online,Average,Average,Yes,2,High,4.5,A,99.47,6-8,Moderate (3-5),6.390960000000001,-1.4399999999999995,84.68,53.0,3.2098285714285715
STU04082,22,Male,4.87,83.8,6.8,2.1,2.6,2.45,Yes,Hybrid,Good,Excellent,Yes,2,Low,2.6,A,86.22,4-6,Low (1-3),4.08106,-2.466666666666667,76.13,49.7,3.314305555555556
STU04083,21,Female,6.82,78.3,7.6,8.6,0.9,3.53,Yes,Offline,Average,Excellent,No,1,Middle,2.0,A,99.07,6-8,Low (1-3),5.340059999999999,-3.226666666666666,61.78,27.0,12.670842105263159
STU04084,19,Male,4.09,84.5,5.3,5.6,2.1,2.87,No,Online,Good,Good,Yes,1,Low,3.6,A,96.19,4-6,Moderate (3-5),3.45605,-1.973333333333334,64.07000000000001,14.2,3.7865483870967744
STU04085,23,Female,2.59,93.1,7.9,6.3,5.1,3.3,Yes,Offline,Good,Average,Yes,1,Low,6.7,B,71.56,2-4,High (5-7),2.4112899999999997,-0.5666666666666655,63.010000000000005,27.4,1.4011475409836065
STU04086,18,Male,2.9,80.5,7.5,8.5,3.6,2.25,No,Offline,Average,Good,Yes,2,Middle,5.3,C,63.06,2-4,High (5-7),2.3345000000000002,1.3000000000000007,68.9,16.6,1.4184782608695652
STU04087,21,Male,7.83,90.6,8.4,5.2,3.9,1.96,Yes,Online,Average,Excellent,Yes,1,High,4.8,A,91.8,6-8,Moderate (3-5),7.093979999999999,0.7133333333333338,77.73,43.6,3.1319999999999997
STU04088,19,Female,4.28,99.2,5.8,6.4,3.6,2.68,Yes,Offline,Poor,Good,Yes,1,Middle,6.4,B,79.94,4-6,High (5-7),4.245760000000001,0.10666666666666735,70.52000000000001,6.799999999999997,2.4935652173913048
STU04089,22,Female,2.47,81.1,7.1,4.2,2.7,2.64,No,Offline,Average,Good,No,4,High,2.9,A,89.3,2-4,Low (1-3),2.00317,-2.013333333333333,79.85,41.3,1.7623783783783786
STU04090,22,Male,6.55,71.8,7.6,1.1,5.9,3.69,No,Online,Poor,Good,Yes,2,Low,1.6,A,92.07,6-8,Low (1-3),4.7029,-4.513333333333333,76.37,65.7,3.5028260869565213
STU04091,21,Male,1.83,76.1,6.6,6.5,2.8,3.31,Yes,Offline,Average,Poor,No,0,Middle,5.3,C,62.07,0-2,High (5-7),1.3926299999999998,-1.753333333333333,35.93,17.6,1.5940263157894738
STU04092,20,Male,4.59,83.7,7.1,7.7,4.0,4.0,Yes,Hybrid,Average,Excellent,No,2,Low,5.8,A,92.21,4-6,High (5-7),3.8418300000000003,-2.166666666666667,67.25,15.100000000000001,3.6719999999999997
STU04093,22,Female,5.6,89.6,8.6,4.1,3.3,3.18,Yes,Offline,Average,Excellent,No,1,Low,2.3,A,97.84,4-6,Low (1-3),5.017599999999999,-3.1266666666666674,62.63999999999999,58.6,4.141395348837209
STU04094,20,Male,5.5,61.3,7.0,4.6,3.8,4.0,Yes,Offline,Good,Excellent,No,3,Middle,5.5,A,90.13,4-6,High (5-7),3.3715,-3.366666666666667,71.02,30.5,4.583333333333334
STU04095,20,Male,5.76,78.2,5.7,1.6,4.3,3.39,Yes,Online,Poor,Good,No,1,Low,3.8,A,87.33,4-6,Moderate (3-5),4.50432,-3.5466666666666673,58.56,37.6,3.6842264150943396
STU04096,23,Female,4.74,74.0,7.1,2.6,4.4,3.79,No,Offline,Poor,Good,No,2,Middle,6.4,A,93.75,4-6,High (5-7),3.5076,-3.1133333333333333,63.82,38.8,3.3267777777777776
STU04097,20,Female,1.09,96.9,6.5,8.1,3.0,2.87,Yes,Online,Good,Average,No,1,Low,9.049999999999999,D,52.31,0-2,Very High (7-10),1.05621,0.9766666666666657,52.03000000000001,-2.6499999999999986,0.7820750000000001
STU04098,17,Female,5.41,70.6,6.3,3.9,2.6,2.71,Yes,Hybrid,Good,Good,Yes,4,Middle,5.7,A,87.79,4-6,High (5-7),3.81946,-1.3533333333333335,92.47,26.4,4.072527777777777
STU04099,23,Female,4.83,85.8,8.1,3.4,4.6,3.58,Yes,Offline,Average,Good,No,1,High,1.0,A,97.58,4-6,Low (1-3),4.14414,-4.16,58.81,61.0,3.08775
STU04100,19,Female,4.52,80.8,6.9,4.5,1.7,2.85,Yes,Hybrid,Average,Excellent,No,3,Middle,1.0,A,91.7,4-6,Low (1-3),3.6521599999999994,-3.3000000000000003,75.88,43.5,4.771111111111111
STU04101,19,Female,5.89,88.8,5.9,2.9,4.6,2.45,No,Offline,Good,Excellent,No,3,High,4.1,A,89.75,4-6,Moderate (3-5),5.23032,-1.0333333333333337,83.19000000000001,32.2,2.5768750000000002
STU04102,22,Female,6.45,97.2,5.5,2.5,4.9,2.58,Yes,Offline,Poor,Excellent,No,2,High,5.0,A,94.89,6-8,Moderate (3-5),6.2694,-1.0266666666666664,78.23,27.5,2.8205084745762714
STU04103,22,Female,5.34,77.3,6.9,1.8,3.2,2.88,No,Online,Good,Excellent,Yes,3,Middle,4.3,A,97.35,4-6,Moderate (3-5),4.12782,-2.6599999999999997,84.94,47.1,3.6617142857142855
STU04104,20,Male,7.91,67.1,8.2,5.3,3.3,1.92,No,Online,Good,Excellent,Yes,4,Middle,2.7,A,93.32,6-8,Low (1-3),5.3076099999999995,-0.0733333333333328,98.57000000000001,47.4,3.5319069767441857
STU04105,23,Non-Binary,9.3,93.5,7.4,3.8,4.9,2.99,No,Hybrid,Average,Poor,No,1,High,2.1,A,85.55,8-12,Low (1-3),8.695500000000001,-2.3800000000000003,75.3,48.7,4.713050847457628
STU04106,23,Male,5.49,73.1,7.6,4.0,4.4,2.66,Yes,Offline,Poor,Excellent,Yes,2,Low,6.4,B,75.2,4-6,High (5-7),4.01319,-0.3866666666666667,73.71,36.8,2.7043333333333335
STU04107,17,Male,4.22,81.5,5.5,6.4,6.8,2.69,No,Offline,Good,Good,No,1,High,8.0,B,71.52,4-6,Very High (7-10),3.4392999999999994,1.6866666666666665,55.260000000000005,-1.0,1.4553589743589743
STU04108,20,Male,2.32,86.8,7.8,9.0,4.5,2.99,No,Online,Good,Average,Yes,2,Middle,4.3,B,71.08,2-4,Moderate (3-5),2.01376,-0.046666666666666856,69.67999999999999,20.1,1.2612363636363637
STU04109,17,Male,6.07,65.0,6.3,3.8,3.1,2.55,No,Online,Good,Poor,No,3,Low,5.4,A,87.49,6-8,High (5-7),3.9455000000000005,-1.0,74.21000000000001,27.799999999999997,3.775243902439025
STU04110,24,Non-Binary,1.36,74.2,8.2,2.3,3.7,3.12,Yes,Hybrid,Average,Good,No,1,Middle,8.8,B,76.51,0-2,Very High (7-10),1.00912,-1.3066666666666666,43.760000000000005,44.099999999999994,0.902808510638298
STU04111,20,Female,8.28,82.2,8.3,2.6,3.4,3.08,Yes,Offline,Good,Average,Yes,3,Middle,3.5,A,93.88,8-12,Moderate (3-5),6.80616,-2.9933333333333336,95.72,59.5,5.795999999999999
STU04112,18,Female,6.87,73.7,6.9,7.1,4.0,3.24,No,Hybrid,Good,Good,Yes,1,Middle,3.4,A,95.72,6-8,Moderate (3-5),5.06319,-1.6466666666666674,68.09,23.3,4.45176
STU04113,18,Female,3.86,98.0,5.3,2.9,4.6,2.84,No,Hybrid,Poor,Good,Yes,1,Low,5.8,B,75.01,2-4,High (5-7),3.7828,-1.246666666666667,68.78,21.1,1.9575714285714285
STU04114,21,Female,6.27,66.9,8.0,5.9,3.1,3.67,No,Offline,Average,Excellent,No,1,Middle,3.7,A,88.43,6-8,Moderate (3-5),4.19463,-3.1066666666666665,55.57000000000001,39.4,5.612414634146342
STU04115,20,Male,3.17,88.2,7.2,8.0,1.4,2.44,No,Offline,Average,Excellent,No,0,Middle,6.5,B,82.48,2-4,High (5-7),2.79594,0.41999999999999993,44.79,12.5,3.2228333333333334
STU04116,23,Female,2.71,74.1,6.8,4.9,7.2,3.06,No,Hybrid,Good,Good,Yes,2,High,3.3,A,90.67,2-4,Moderate (3-5),2.00811,-0.9866666666666672,65.77,33.6,1.0112926829268294
STU04117,22,Female,6.44,80.7,6.1,4.6,3.6,3.42,Yes,Offline,Average,Average,Yes,2,High,4.2,A,86.8,6-8,Moderate (3-5),5.197080000000001,-2.706666666666666,79.6,25.4,4.788000000000001
STU04118,19,Male,2.88,72.7,6.1,5.8,2.4,3.15,Yes,Offline,Average,Average,No,1,High,3.4,C,67.12,2-4,Moderate (3-5),2.09376,-2.433333333333333,47.72,21.8,2.668235294117647
STU04119,21,Female,5.4,84.7,7.2,8.5,4.9,3.2,Yes,Offline,Poor,Average,No,0,Low,4.4,B,78.78,4-6,Moderate (3-5),4.5738,-0.4666666666666668,50.080000000000005,16.299999999999997,2.928813559322034
STU04120,22,Male,4.65,91.0,6.8,3.7,5.1,2.99,No,Offline,Average,Average,Yes,2,Middle,1.8,A,99.58,4-6,Low (1-3),4.2315000000000005,-2.446666666666667,78.35000000000001,44.1,2.279262295081968
STU04121,18,Male,8.04,85.2,8.1,5.0,6.0,2.75,No,Hybrid,Poor,Excellent,Yes,3,Middle,4.4,A,92.0,8-12,Moderate (3-5),6.850079999999999,-0.36666666666666625,96.20000000000002,42.8,3.1585714285714284
STU04122,20,Male,5.54,79.0,4.5,4.0,4.4,3.37,No,Offline,Poor,Good,No,3,Middle,1.2,A,95.0,4-6,Low (1-3),4.3766,-3.5399999999999996,78.22,21.4,3.4573703703703704
STU04123,21,Male,8.07,57.5,6.9,4.5,2.3,2.28,Yes,Hybrid,Average,Average,No,3,Low,5.0,A,97.69,8-12,Moderate (3-5),4.64025,-0.626666666666666,77.21000000000001,31.5,5.575636363636364
STU04124,20,Female,6.64,82.1,8.7,2.7,4.3,2.82,No,Hybrid,Good,Average,No,3,Middle,2.9,A,86.15,6-8,Low (1-3),5.45144,-2.3400000000000003,82.75999999999999,64.8,3.5329811320754714
STU04125,18,Female,3.37,60.1,7.7,8.1,1.3,3.85,No,Hybrid,Good,Good,No,2,Middle,7.5,B,77.21,2-4,Very High (7-10),2.02537,-2.0666666666666673,54.150000000000006,14.0,5.64108695652174
STU04126,21,Male,2.57,89.7,5.5,6.4,2.9,3.28,Yes,Hybrid,Average,Good,No,1,Middle,6.4,B,84.35,2-4,High (5-7),2.30529,-1.3266666666666662,53.59,3.799999999999997,2.161435897435897
STU04127,18,Female,0.69,69.1,7.7,5.8,3.2,2.89,Yes,Hybrid,Average,Poor,No,1,Low,6.8,C,60.37,0-2,High (5-7),0.47678999999999994,-0.5133333333333336,39.71,27.6,0.47478571428571426
STU04128,17,Female,4.97,61.5,6.2,6.7,2.7,1.95,No,Hybrid,Average,Excellent,No,2,Middle,3.8,C,57.98,4-6,Moderate (3-5),3.0565499999999997,0.49999999999999956,59.510000000000005,17.1,2.619324324324324
STU04129,18,Male,0.55,64.0,6.1,6.1,2.7,2.36,No,Offline,Average,Average,Yes,2,High,6.4,D,49.14875000000002,0-2,High (5-7),0.35200000000000004,0.3466666666666667,55.25,11.299999999999997,0.3508108108108108
STU04130,23,Male,3.26,79.9,6.1,7.6,2.6,2.99,No,Hybrid,Good,Poor,Yes,2,Middle,3.4,B,78.98,2-4,Moderate (3-5),2.60474,-1.4466666666666672,69.74000000000001,12.8,2.7076111111111114
STU04131,23,Non-Binary,0.08,71.4,5.6,4.0,6.0,3.04,No,Online,Poor,Poor,Yes,1,High,5.1,C,56.12,0-2,High (5-7),0.057120000000000004,-1.0466666666666669,46.800000000000004,20.700000000000003,0.034742857142857145
STU04132,20,Female,3.66,80.5,6.7,4.7,4.7,1.85,No,Online,Good,Good,No,2,Middle,7.6,B,72.17,2-4,Very High (7-10),2.9463000000000004,1.9666666666666668,63.18000000000001,20.700000000000003,1.1878947368421053
STU04133,19,Non-Binary,6.31,67.1,7.3,4.6,4.4,3.86,Yes,Hybrid,Poor,Average,No,2,High,3.4,A,95.37,6-8,Moderate (3-5),4.23401,-3.586666666666666,65.77000000000001,39.8,4.510481481481481
STU04134,18,Male,3.14,87.1,6.4,5.4,3.7,3.56,No,Hybrid,Average,Poor,Yes,4,Low,2.5,A,97.87,2-4,Low (1-3),2.73494,-3.253333333333333,92.26,29.5,2.3783829787234043
STU04135,22,Female,3.79,94.7,6.0,2.3,4.3,4.0,No,Offline,Poor,Average,No,3,Middle,2.3,A,97.95,2-4,Low (1-3),3.5891300000000004,-5.033333333333333,79.25,41.6,2.8603773584905663
STU04136,23,Male,3.98,80.4,7.0,10.0,3.2,3.07,No,Offline,Average,Good,Yes,1,Middle,4.8,C,66.55,2-4,Moderate (3-5),3.19992,-0.13999999999999968,62.1,5.600000000000001,2.9091904761904757
STU04137,24,Male,5.43,69.6,5.7,3.4,3.0,3.03,Yes,Offline,Poor,Average,Yes,1,High,5.5,B,79.76,4-6,High (5-7),3.7792799999999995,-2.093333333333333,62.13,23.5,4.113225
STU04138,19,Female,1.93,66.5,6.6,4.9,6.1,3.26,Yes,Hybrid,Average,Average,Yes,0,Middle,4.4,D,49.14875000000002,0-2,Moderate (3-5),1.28345,-1.3866666666666658,40.39,28.299999999999997,0.886169014084507
STU04139,17,Male,5.11,71.6,6.4,8.0,2.8,3.66,Yes,Hybrid,Average,Good,No,3,Middle,3.8,A,95.49,4-6,Moderate (3-5),3.65876,-2.453333333333333,73.97,12.600000000000001,4.921736842105264
